customer id,state,custome lifetime value,response,coverage,education,employment,gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,diff_days,new_feature,feature2
1548,4,8415.644389,0,0,1,4,1,0,1,2,62,8,98,0,2,1,4,0,1,446.4,0,2,3123.7538793333,6.20E+09,3.06E+03
1549,0,6630.836094,0,0,0,4,1,0,2,0,66,20,53,0,2,1,5,0,1,315.950185,0,1,3149.7538793333,6.60E+09,2.25E+03
1550,0,12036.62051,1,0,0,1,1,44428,1,2,104,17,61,0,2,1,5,0,2,499.2,3,1,3126.7538793333,0.00234087,3806.4
1551,2,3895.034766,0,2,0,1,1,52361,1,2,102,13,78,0,1,1,5,2,0,645.952371,0,1,3119.7538793333,0.00194801,8636.05
1552,1,11701.06985,0,2,1,1,1,32435,1,1,297,24,68,0,1,1,3,0,0,1767.348807,1,1,3162.7538793333,0.00915678,25556.7
1553,1,3419.108695,0,1,3,1,1,40272,0,1,86,8,64,0,1,1,5,2,0,23.387192,5,1,3123.7538793333,0.00213548,6168.61
1554,0,7302.775082,0,0,4,1,1,30492,2,1,61,32,68,0,2,1,5,0,1,171.38289,0,1,3149.7538793333,0.00200052,2964.31
1555,0,19685.40911,0,1,3,1,1,51524,1,1,244,6,30,0,3,1,4,2,1,1171.2,1,2,3145.7538793333,0.00473566,2537.6
1556,0,2486.064902,0,0,1,1,1,36635,1,1,63,20,28,0,1,0,1,3,0,302.4,0,2,3118.7538793333,0.00171967,2721.6
1557,0,5224.328801,0,0,0,1,0,83389,2,1,65,5,57,0,3,0,1,1,1,209.25613,5,2,3143.7538793333,0.000779479,1273.58
1558,3,49221.43073,0,2,0,1,0,63035,1,1,153,20,97,0,2,1,5,0,0,734.4,3,1,3144.7538793333,0.00242722,8583.3
1559,1,3167.888725,0,1,0,1,1,61638,1,0,82,3,55,2,1,0,2,1,3,544.340079,0,1,3119.7538793333,0.00133035,4211.66
1560,0,7805.31287,1,0,1,3,0,21073,1,0,106,25,54,1,3,1,4,0,0,508.8,3,2,3140.7538793333,0.00503013,2621.73
1561,1,13197.92893,1,0,1,4,0,0,1,2,68,19,2,3,2,1,4,0,0,326.4,0,0,3140.7538793333,6.80E+09,5.51E+02
1562,3,6234.305918,0,1,0,4,1,0,0,1,82,26,12,0,9,1,5,0,1,192.7604,5,0,3112.7538793333,8.20E+09,3.25E+02
1563,0,7539.600588,0,0,1,4,1,0,1,2,74,23,64,0,2,1,5,0,1,532.8,0,0,3124.7538793333,7.40E+09,2.95E+03
1564,2,8157.933629,0,2,3,1,1,86811,1,1,102,19,22,0,5,0,1,1,2,489.6,0,2,3156.7538793333,0.00117497,738.48
1565,3,13156.74895,0,1,3,1,1,72517,2,1,82,33,27,0,2,1,5,1,3,371.458196,5,1,3108.7538793333,0.00113077,2274.27
1566,4,5107.624201,0,1,1,4,1,0,1,2,77,2,71,0,9,1,5,2,1,554.4,0,2,3152.7538793333,7.70E+09,5.63E+02
1567,3,5339.388388,0,0,2,1,0,84424,2,1,66,18,71,0,9,1,4,1,2,231.537001,0,1,3111.7538793333,0.000781768,626.94
1568,1,8649.175023,0,0,1,1,0,43383,1,1,109,7,60,0,8,1,3,2,1,757.593913,3,1,3154.7538793333,0.0025125,818.176
1569,3,7519.133631,1,1,3,1,1,96306,0,0,95,12,17,1,6,2,7,0,0,185.355353,0,1,3116.7538793333,0.000986439,428.274
1570,1,4293.009593,0,0,1,4,0,0,1,2,61,18,15,0,8,0,2,0,0,292.8,5,0,3136.7538793333,6.10E+09,2.15E+02
1571,4,4529.062612,0,0,4,1,0,65134,2,1,112,28,48,0,1,1,4,3,1,529.147483,3,2,3118.7538793333,0.00171953,7982.85
1572,0,13160.3389,0,0,1,1,0,94125,2,1,109,33,21,0,2,1,4,1,2,341.680131,3,1,3149.7538793333,0.00115803,2772.16
1573,3,13235.54436,0,0,1,1,1,39778,1,1,112,23,49,0,2,1,5,0,2,806.4,3,1,3112.7538793333,0.00281563,3628.8
1574,3,3744.577726,0,0,3,4,0,0,1,2,101,3,32,0,1,1,5,0,0,727.2,3,2,3166.7538793333,1.01E+10,2.81E+03
1575,3,28486.0728,0,0,1,1,0,91871,2,2,102,5,3,0,2,1,4,0,3,346.845129,3,1,3153.7538793333,0.00111025,234.577
1576,2,2644.684556,0,0,0,1,1,54000,1,0,66,15,45,0,1,0,0,0,2,373.881547,5,1,3166.7538793333,0.00122222,3586.12
1577,3,5073.282126,1,1,2,1,1,57709,1,1,125,10,26,0,1,1,3,1,1,600,3,1,3137.7538793333,0.00216604,3900
1578,0,4272.585137,0,0,3,1,0,81132,2,0,107,19,52,0,1,0,1,1,0,419.105559,3,2,3133.7538793333,0.00131884,7177.89
1579,1,11003.01645,0,1,1,1,1,22926,1,1,93,1,99,0,2,0,0,0,3,479.934846,0,2,3138.7538793333,0.00405653,4410.03
1580,0,14181.64282,0,0,1,4,0,0,1,2,72,15,91,2,2,1,3,0,2,345.6,0,1,3147.7538793333,7.20E+09,3.64E+03
1581,4,8875.965501,0,2,2,1,0,69205,2,1,110,20,56,0,6,1,5,1,3,372.362565,0,1,3131.7538793333,0.00158948,1331.27
1582,3,11077.68591,0,1,0,1,1,78011,2,1,138,14,42,0,3,1,5,0,0,619.698644,3,1,3110.7538793333,0.00176898,2369.43
1583,3,2435.689035,0,0,1,1,1,32931,1,1,62,16,45,0,1,1,4,1,0,297.6,0,1,3160.7538793333,0.00188272,3484.4
1584,1,8743.852187,0,2,0,1,0,99517,0,0,109,2,93,0,3,1,4,1,0,239.905208,0,1,3134.7538793333,0.00109529,3371.7
1585,0,2409.760898,0,0,0,1,1,59665,2,2,62,33,3,1,1,1,5,0,0,167.138119,5,1,3108.7538793333,0.00103914,2064.86
1586,4,2499.498786,0,0,3,1,1,28082,1,1,64,9,63,0,1,1,4,1,1,578.499499,0,1,3135.7538793333,0.00227904,4029.5
1587,0,8528.288669,0,0,3,1,0,91099,2,2,107,14,37,0,3,0,1,0,2,406.430632,3,1,3163.7538793333,0.00117455,1683.52
1588,3,3591.996064,0,1,1,1,1,28013,1,0,91,16,13,0,1,1,3,1,1,655.2,0,1,3131.7538793333,0.00324849,1983.8
1589,2,8539.826923,0,0,3,1,0,55478,2,1,71,7,1,0,2,1,4,1,1,339.399593,5,1,3116.7538793333,0.00127979,114.3
1590,2,6990.917824,0,1,1,1,0,22568,1,1,88,31,63,0,6,0,1,2,1,422.4,0,1,3140.7538793333,0.00389933,1308.27
1591,1,3979.388247,0,0,3,4,0,0,1,2,112,11,3,0,1,1,5,0,0,806.4,3,1,3109.7538793333,1.12E+10,7.62E+02
1592,0,23950.37443,0,1,3,1,1,39335,1,1,201,0,11,0,2,0,0,3,0,964.8,2,1,3118.7538793333,0.00510995,623.1
1593,3,2321.052528,0,0,1,4,0,0,1,2,66,0,10,0,1,1,3,2,1,508.703134,5,2,3149.7538793333,6.60E+09,1.51E+02
1594,3,5087.020469,0,0,1,4,1,0,1,1,72,12,70,0,3,1,3,1,3,345.6,0,1,3142.7538793333,7.20E+09,1.85E+03
1595,3,4362.931238,1,2,1,1,1,58842,1,1,110,6,74,0,1,1,5,1,1,528,0,1,3164.7538793333,0.00186941,8272
1596,3,7457.468107,0,0,0,4,0,0,1,2,69,15,73,0,2,1,3,0,2,678.209827,0,2,3162.7538793333,6.90E+09,2.70E+03
1597,3,7027.759594,0,0,1,4,1,0,1,2,102,11,90,0,5,1,4,1,0,489.6,3,1,3139.7538793333,1.02E+10,1.96E+03
1598,3,2831.683664,0,0,0,1,0,70037,1,1,70,6,61,0,1,1,5,3,3,409.985435,0,0,3140.7538793333,0.000999472,4280.01
1599,2,4217.857932,0,0,3,4,1,0,1,2,62,19,75,0,3,1,5,0,1,446.4,5,2,3161.7538793333,6.20E+09,1.79E+03
1600,2,7596.291531,0,0,1,1,1,59847,1,1,192,28,62,0,1,0,2,3,2,921.6,1,1,3145.7538793333,0.00320818,16358.4
1601,1,8365.677648,0,2,0,3,1,26630,1,0,118,19,27,0,8,1,5,3,2,581.077056,0,1,3141.7538793333,0.00443109,605.865
1602,3,2726.392968,0,0,3,1,0,48039,0,1,68,4,37,0,1,1,4,3,1,11.451889,0,1,3117.7538793333,0.00141552,2776.55
1603,1,3420.452207,0,1,3,4,1,0,1,1,92,2,38,0,1,1,4,3,3,441.6,0,2,3154.7538793333,9.20E+09,3.24E+03
1604,0,4839.107156,0,1,3,4,1,0,1,2,137,18,50,0,1,1,3,1,0,1227.458548,3,1,3114.7538793333,1.37E+10,8.09E+03
1605,0,4358.553534,0,0,0,4,0,0,0,1,118,18,91,0,1,0,1,0,0,101.826804,4,1,3165.7538793333,1.18E+10,1.28E+04
1606,4,7255.953792,0,1,0,1,0,88891,0,1,89,17,56,0,3,1,4,0,1,50.528355,0,1,3131.7538793333,0.00100123,2148.82
1607,3,23515.85325,0,1,2,1,0,36537,0,2,85,19,4,0,2,1,3,0,3,165.309001,0,1,3118.7538793333,0.00232641,894.845
1608,0,8396.327608,0,0,4,4,0,0,1,1,115,18,80,1,3,1,4,2,3,552,3,1,3115.7538793333,1.15E+10,3.57E+03
1609,0,5170.976384,0,1,3,1,1,53603,1,1,132,30,1,1,1,1,5,0,1,697.272246,4,1,3138.7538793333,0.00246255,3394.73
1610,2,5585.30807,0,1,2,4,1,0,0,2,80,14,17,0,9,0,1,0,3,6.281344,0,1,3138.7538793333,8.00E+09,2.75E+02
1611,1,8639.49502,0,0,2,1,0,92374,0,0,107,16,9,1,3,1,4,1,2,220.018279,3,1,3121.7538793333,0.00115833,818.327
1612,1,5281.833471,0,0,3,1,1,39658,1,1,66,32,53,0,7,0,2,0,1,316.8,0,1,3116.7538793333,0.00166423,756.171
1613,3,8385.252347,0,0,0,4,0,0,1,2,116,0,35,0,7,1,5,0,2,556.8,4,1,3120.7538793333,1.16E+10,5.00E+02
1614,0,4633.101259,0,0,0,4,1,0,1,2,70,0,86,0,3,1,4,0,0,336,5,1,3144.7538793333,7.00E+09,1.89E+03
1615,1,2480.392738,0,0,3,4,0,0,1,1,65,1,60,0,1,1,3,0,3,328.314222,0,1,3164.7538793333,6.50E+09,3.64E+03
1616,0,3618.686938,0,1,3,1,1,50755,1,1,91,21,25,0,1,1,5,3,0,436.8,5,1,3122.7538793333,0.00179293,3749.2
1617,4,2480.045899,0,0,0,1,0,93383,2,2,62,31,64,0,1,0,1,0,1,244.212286,5,1,3160.7538793333,0.000663932,5645.79
1618,3,4893.291507,0,0,0,4,1,0,1,2,73,11,56,0,5,0,2,1,1,680.047456,0,1,3122.7538793333,7.30E+09,8.42E+02
1619,1,10737.68425,0,1,3,1,1,50607,1,2,137,15,0,0,9,1,4,1,0,657.6,3,0,3113.7538793333,0.00270714,155.267
1620,4,2616.613903,1,0,1,1,1,72302,1,0,66,6,27,0,1,2,7,0,0,316.8,5,1,3111.7538793333,0.000912838,1861.2
1621,2,15725.25053,0,2,0,4,0,0,1,2,149,16,70,0,2,0,0,0,3,1072.8,3,1,3109.7538793333,1.49E+10,5.87E+03
1622,2,9553.415528,0,2,1,4,1,0,1,2,146,20,14,0,4,0,2,0,0,1051.2,3,1,3149.7538793333,1.46E+10,9.78E+02
1623,3,7507.455372,1,0,1,1,1,60920,2,2,64,10,61,0,2,1,5,1,0,231.201886,5,1,3130.7538793333,0.00105056,2156.4
1624,1,7324.928202,0,2,0,4,0,0,1,2,105,4,98,0,6,2,7,0,1,504,5,1,3122.7538793333,1.05E+10,1.70E+03
1625,3,5333.038137,0,0,3,1,1,55674,0,1,66,10,95,0,3,1,5,0,1,81.710575,0,1,3126.7538793333,0.00118547,2282.76
1626,1,12767.23056,0,0,1,4,1,0,1,2,189,28,90,0,5,0,1,0,1,2201.327879,1,1,3138.7538793333,1.89E+10,4.02E+03
1627,4,2829.863912,0,0,3,1,0,25317,0,1,71,15,97,0,1,1,4,3,1,50.422181,5,1,3117.7538793333,0.00280444,7901.58
1628,3,3483.630439,0,1,1,1,0,42983,1,1,86,28,18,0,1,1,5,2,2,412.8,0,1,3165.7538793333,0.00200079,3543.2
1629,0,4636.54647,1,0,1,3,1,26802,1,1,66,7,43,1,5,2,8,1,0,316.8,5,1,3166.7538793333,0.0024625,596.64
1630,1,17530.03658,0,1,2,4,1,0,1,0,97,27,96,0,2,0,1,3,3,469.229028,0,1,3155.7538793333,9.70E+09,5.73E+03
1631,3,6978.719808,0,1,3,1,1,53808,0,1,88,26,91,0,7,1,4,3,1,189.835063,0,1,3126.7538793333,0.00163544,1443.74
1632,0,2912.248444,0,0,1,1,0,93403,2,0,73,18,32,0,1,1,4,1,3,295.224598,0,2,3143.7538793333,0.000781559,3354.78
1633,3,4209.279338,0,2,0,2,0,26435,1,1,111,32,50,1,1,0,1,0,0,1012.249308,0,2,3152.7538793333,0.00419898,8089.75
1634,3,5009.808888,0,0,0,4,0,0,1,1,68,21,69,0,7,1,4,0,1,326.4,0,1,3108.7538793333,6.80E+09,8.28E+02
1635,1,5217.513287,1,0,0,1,0,39854,2,0,66,6,4,0,7,1,4,1,3,261.930545,5,1,3119.7538793333,0.00165604,56.8671
1636,3,11490.33618,0,2,1,4,1,0,1,1,161,0,94,0,3,1,5,1,1,1052.933035,3,0,3158.7538793333,1.61E+10,4.69E+03
1637,2,2864.544017,0,0,4,1,0,91368,1,0,71,13,95,0,1,1,3,0,0,395.328407,0,0,3119.7538793333,0.000777077,7272.67
1638,0,8403.910248,0,0,0,4,1,0,1,1,115,11,63,0,8,1,5,0,0,552,3,1,3111.7538793333,1.15E+10,9.95E+02
1639,1,20395.96875,0,2,1,1,0,92850,1,2,104,3,28,1,2,1,4,0,0,499.2,0,2,3109.7538793333,0.00112009,1362.4
1640,4,36470.3024,0,2,2,4,0,0,1,1,113,0,9,3,2,1,5,1,1,813.6,0,2,3146.7538793333,1.13E+10,1.02E+02
1641,0,16727.77186,0,0,0,1,1,30915,1,1,72,1,6,2,2,1,4,0,1,345.6,0,0,3148.7538793333,0.00232897,79.2
1642,0,5801.128252,0,0,4,1,0,48927,0,0,72,1,51,0,9,1,4,0,0,139.354893,0,1,3122.7538793333,0.00147158,400.516
1643,3,9472.973811,0,1,0,4,0,0,1,1,86,30,32,0,2,1,5,0,2,412.8,0,1,3166.7538793333,8.60E+09,2.46E+03
1644,0,10484.91535,1,1,1,1,0,61108,0,0,89,22,93,0,2,1,5,1,0,49.451117,0,1,3135.7538793333,0.00145644,5092.77
1645,2,4387.31087,0,0,4,1,1,48015,1,1,110,24,57,0,1,0,1,3,2,528,4,1,3112.7538793333,0.00229095,8382
1646,0,4522.883533,0,0,1,4,1,0,1,1,61,8,78,0,9,1,5,0,3,292.8,0,1,3135.7538793333,6.10E+09,5.50E+02
1647,2,5418.152088,0,0,1,1,0,57587,2,0,68,4,83,0,7,1,4,2,0,257.090387,0,1,3126.7538793333,0.00118082,808.416
1648,4,5246.057249,0,0,1,1,1,70301,1,0,67,7,43,0,7,1,4,2,0,328.942798,0,2,3115.7538793333,0.000953045,431.58
1649,0,15785.29692,0,2,1,1,0,81119,1,1,196,3,67,0,3,0,2,3,3,940.8,3,1,3124.7538793333,0.0024162,4259.73
1650,1,22110.39804,0,0,0,1,0,65724,0,2,70,13,66,0,2,1,5,1,0,14.518312,0,1,3123.7538793333,0.00106506,2757.74
1651,4,9540.923395,0,2,1,1,1,53351,1,1,119,4,7,0,6,1,5,0,1,571.2,0,2,3138.7538793333,0.00223051,122.967
1652,3,4756.12617,0,2,3,1,1,56146,2,1,119,0,91,0,1,0,1,3,3,401.785805,0,0,3108.7538793333,0.00211947,10427.2
1653,1,2447.053134,0,0,0,1,1,84658,0,2,62,21,93,0,1,1,3,0,1,44.780402,0,1,3158.7538793333,0.000732358,7023.22
1654,2,5675.923323,0,0,1,1,0,33257,1,1,72,15,14,1,4,1,5,2,3,345.6,0,1,3141.7538793333,0.00216496,435.6
1655,4,2491.257604,1,0,3,2,0,25965,1,0,65,23,27,0,1,1,5,0,0,329.206567,0,1,3124.7538793333,0.00250337,2920.79
1656,3,7308.433864,0,1,1,1,1,31115,1,1,92,21,20,0,3,1,3,2,0,441.6,0,1,3137.7538793333,0.00295677,1110.13
1657,3,32871.74779,0,0,1,1,0,78487,2,0,117,5,17,0,2,1,5,2,0,448.255019,3,1,3131.7538793333,0.00149069,1062.87
1658,3,5228.92013,0,0,0,1,1,92472,2,1,65,0,3,0,3,0,2,1,0,240.221415,0,1,3136.7538793333,0.000702915,-15.0738
1659,0,20700.8645,0,0,3,4,1,0,1,2,64,9,17,0,2,1,3,1,0,460.8,0,1,3114.7538793333,6.40E+09,6.02E+02
1660,4,5800.171881,0,0,0,1,0,25472,1,0,73,5,86,0,9,0,1,0,1,350.4,0,1,3143.7538793333,0.00286589,699.178
1661,1,4330.38602,1,2,1,1,1,60475,1,1,107,9,18,0,1,1,3,1,1,513.6,0,1,3120.7538793333,0.00176933,2375.4
1662,0,6292.735356,0,1,0,1,0,26577,0,1,79,9,40,0,7,1,4,2,0,73.719521,0,1,3134.7538793333,0.0029725,542.469
1663,0,4917.889638,0,0,3,4,1,0,1,2,71,27,81,0,5,1,5,0,3,511.2,5,1,3145.7538793333,7.10E+09,1.43E+03
1664,1,5165.810048,0,0,3,1,1,43461,1,1,64,24,47,0,6,1,5,2,1,307.2,5,0,3110.7538793333,0.00147258,706.133
1665,3,6291.589959,0,1,3,4,1,0,1,2,94,2,61,0,6,1,4,2,0,676.8,5,1,3145.7538793333,9.40E+09,8.74E+02
1666,3,4582.67415,0,0,4,1,0,69085,2,1,113,10,14,0,1,0,2,0,3,472.271907,4,1,3139.7538793333,0.00163567,2239.73
1667,1,6062.441614,0,1,3,4,1,0,1,2,84,1,94,0,5,1,5,0,3,604.8,0,1,3118.7538793333,8.40E+09,1.48E+03
1668,4,3417.204953,0,1,4,1,0,42526,2,0,86,12,71,0,1,1,5,1,0,287.5426,5,1,3125.7538793333,0.00202229,6850.46
1669,1,5830.561364,0,1,1,4,0,0,1,1,77,11,36,0,6,0,0,0,0,783.431945,0,1,3154.7538793333,7.70E+09,4.73E+02
1670,1,3742.579083,0,0,3,4,1,0,1,2,110,35,78,1,1,1,4,0,0,1272.546918,4,1,3162.7538793333,1.10E+10,1.12E+04
1671,3,3849.596697,0,0,3,4,0,0,1,2,106,10,32,0,1,1,5,0,0,763.2,4,1,3141.7538793333,1.06E+10,3.69E+03
1672,0,15265.81488,0,1,3,1,0,58361,0,1,95,17,16,0,2,1,4,1,0,43.599861,0,1,3141.7538793333,0.0016278,1545.7
1673,0,5317.807221,0,0,1,1,1,74092,1,1,67,17,72,0,3,1,4,1,0,321.6,0,1,3159.7538793333,0.000904281,1880.47
1674,1,2374.80917,0,0,1,4,0,0,1,1,64,2,52,0,1,0,2,2,0,380.822087,0,1,3166.7538793333,6.40E+09,3.08E+03
1675,4,5639.941974,1,0,3,1,1,73168,1,1,70,21,50,0,3,1,4,1,0,425.800112,0,1,3157.7538793333,0.000956702,1514.73
1676,4,3362.414442,0,1,0,1,1,22853,2,1,87,16,89,0,1,1,3,3,0,316.35678,0,1,3165.7538793333,0.00380694,8818.64
1677,3,4512.204391,0,1,3,4,0,0,1,2,125,6,44,0,1,0,2,0,0,900,3,2,3111.7538793333,1.25E+10,5.35E+03
1678,1,7264.803903,0,1,0,2,0,12075,1,1,94,16,23,0,5,1,4,0,1,451.2,0,1,3108.7538793333,0.00778468,642.96
1679,1,8658.863813,1,0,1,1,1,62464,2,1,109,23,45,0,4,1,4,1,0,400.181882,4,1,3129.7538793333,0.00174501,1752.95
1680,3,5498.940679,1,0,1,2,1,22520,1,1,73,17,64,0,3,1,4,0,1,350.4,0,1,3131.7538793333,0.00324156,1854.2
1681,0,5599.382893,0,0,3,1,0,35012,1,2,72,0,50,0,6,1,5,1,0,345.6,0,1,3152.7538793333,0.00205644,542.4
1682,0,15228.19865,0,1,1,1,0,95140,0,0,126,6,52,0,2,1,5,0,0,45.049185,4,1,3125.7538793333,0.00132436,3631.48
1683,2,3644.833554,1,1,3,1,0,82477,1,1,90,1,69,0,1,0,2,1,0,432,5,0,3152.7538793333,0.00109121,5868
1684,1,3693.440833,0,1,4,1,1,85871,0,1,92,4,25,1,1,1,5,3,2,112.633539,0,1,3152.7538793333,0.00107137,2555.37
1685,4,8742.05776,0,0,1,1,0,71592,0,0,72,15,18,0,2,1,5,2,1,141.725051,0,1,3116.7538793333,0.0010057,1117.14
1686,4,5275.626956,0,0,4,1,0,70446,0,1,65,31,99,0,9,1,3,3,2,155.570802,0,1,3138.7538793333,0.000922693,921.603
1687,1,9283.737773,0,1,3,1,1,24314,1,1,235,20,60,0,1,1,5,1,2,1128,2,1,3151.7538793333,0.00966521,17672
1688,3,2551.226692,1,0,4,1,1,79751,1,1,63,15,67,0,1,0,2,2,3,392.235698,5,2,3148.7538793333,0.000789959,4773.76
1689,2,5811.918112,0,0,3,1,1,83318,1,1,72,21,58,0,3,0,2,0,1,345.6,0,1,3158.7538793333,0.000864159,1780.8
1690,3,4064.670639,0,0,4,3,0,26161,1,2,109,8,70,0,1,1,5,2,1,594.444586,4,0,3108.7538793333,0.00416651,7907.56
1691,1,2841.443088,0,0,0,1,0,30473,1,1,72,20,35,0,1,0,0,3,2,450.080101,0,1,3160.7538793333,0.00236275,3509.92
1692,2,6832.133872,0,1,1,1,1,50472,2,1,87,6,67,0,3,0,2,1,3,281.163705,0,1,3149.7538793333,0.00172373,2023.28
1693,2,5201.971427,0,0,4,1,1,94186,0,1,64,20,50,0,3,1,5,2,2,135.340489,0,1,3138.7538793333,0.000679507,1448.22
1694,0,5484.588155,0,0,3,1,1,47611,1,1,69,17,65,0,4,0,2,1,2,593.654484,0,2,3115.7538793333,0.00144924,1266.09
1695,1,7672.681366,0,2,3,4,1,0,1,1,103,17,56,0,4,1,5,2,1,518.720216,0,1,3132.7538793333,1.03E+10,1.75E+03
1696,3,8272.485353,0,0,3,1,1,91245,0,0,69,16,50,0,2,0,2,0,0,19.251693,0,2,3147.7538793333,0.000756206,2267.37
1697,0,3330.672761,0,1,3,1,0,45944,0,1,83,20,4,0,1,1,4,2,2,182.948495,5,1,3131.7538793333,0.00180655,1809.05
1698,1,5562.456386,0,0,1,1,0,59649,0,1,69,33,71,1,8,1,5,1,3,167.738267,0,1,3117.7538793333,0.00115677,876.033
1699,3,2452.738575,0,0,0,1,0,52785,0,1,61,2,90,0,1,0,0,1,0,45.721456,5,1,3139.7538793333,0.00115563,5566.28
1700,3,7920.28288,0,0,3,1,0,59648,1,1,66,20,72,0,2,1,5,2,0,316.8,0,1,3128.7538793333,0.00110649,2877.6
1701,3,3861.486269,1,1,1,1,0,93272,2,1,95,3,54,0,1,0,2,1,1,281.110788,0,1,3161.7538793333,0.00101853,5133.89
1702,0,5764.784159,0,0,0,1,1,22134,1,1,72,13,81,0,3,0,1,0,2,445.879224,0,1,3142.7538793333,0.00325291,2107.37
1703,4,5375.842787,0,0,1,1,0,69050,1,1,67,17,38,0,3,1,4,2,3,334.892437,0,0,3155.7538793333,0.000970311,1116.7
1704,0,2882.350556,0,0,4,1,1,87798,2,1,71,18,73,0,1,1,5,1,2,204.448708,5,1,3119.7538793333,0.000808674,6256.55
1705,1,2213.187935,0,0,0,4,1,0,1,0,63,0,66,0,1,1,4,0,2,305.552429,0,2,3110.7538793333,6.30E+09,3.85E+03
1706,1,9429.629367,0,0,4,1,0,43811,1,1,117,24,10,0,4,1,5,0,3,571.136574,4,2,3136.7538793333,0.00267056,851.716
1707,1,6239.257541,0,1,1,4,0,0,1,2,91,25,63,0,3,0,1,0,0,655.2,5,1,3110.7538793333,9.10E+09,2.45E+03
1708,2,7668.809595,0,1,0,1,0,92456,1,0,95,8,3,0,4,2,8,0,1,456,0,1,3141.7538793333,0.00102752,147.25
1709,1,13770.97618,1,2,3,1,0,59207,1,2,116,23,21,0,2,1,5,0,0,556.8,0,1,3135.7538793333,0.00195923,2273.6
1710,1,2742.844251,0,0,3,1,0,64519,1,1,69,6,29,1,1,0,2,2,1,331.2,0,1,3165.7538793333,0.00106945,2083.8
1711,3,13466.92071,1,0,3,0,0,11432,1,1,119,11,9,0,2,1,4,1,0,571.2,3,2,3113.7538793333,0.0104094,904.4
1712,2,8858.352032,0,1,1,4,0,0,0,1,80,6,28,0,2,1,4,0,0,81.255741,5,0,3125.7538793333,8.00E+09,1.32E+03
1713,1,8485.330004,0,0,3,1,1,32607,1,2,111,27,79,1,8,0,2,1,1,532.8,3,1,3122.7538793333,0.00340418,1404.15
1714,0,7744.644444,0,0,3,0,0,26444,1,1,196,4,14,0,1,1,3,0,1,940.8,1,1,3151.7538793333,0.00741189,2587.2
1715,3,5894.907375,0,0,3,1,0,39381,1,1,74,6,55,1,7,1,5,1,1,355.2,0,2,3116.7538793333,0.00187908,594.114
1716,2,5770.684097,0,1,1,4,1,0,1,2,83,21,67,0,8,1,4,0,1,946.345269,0,1,3134.7538793333,8.30E+09,7.95E+02
1717,3,5261.117506,0,0,3,1,1,90217,1,1,66,14,88,1,5,1,3,3,3,316.8,0,2,3154.7538793333,0.000731569,1283.04
1718,3,2403.53947,0,0,3,0,1,24248,1,1,70,33,82,3,1,1,4,0,0,336,0,1,3137.7538793333,0.00288684,7714
1719,0,9124.600015,0,2,0,1,1,99368,0,1,113,34,6,0,3,1,5,0,3,82.427785,0,1,3150.7538793333,0.00113719,1479.19
1720,0,26180.80528,0,1,3,1,0,68189,2,1,82,10,17,1,2,2,7,1,1,343.121192,0,1,3160.7538793333,0.00120254,935.439
1721,2,15641.25856,0,1,4,1,0,32370,2,1,130,31,84,0,2,0,2,2,0,487.736171,3,1,3156.7538793333,0.00401606,7231.13
1722,0,2574.020376,1,0,4,1,0,34990,0,2,65,23,73,0,1,1,5,1,3,42.689135,0,1,3153.7538793333,0.00185767,6197.31
1723,1,5319.838729,0,0,3,1,0,25714,1,1,67,17,57,0,5,1,5,1,0,321.6,5,2,3136.7538793333,0.00260558,927.28
1724,3,7496.006588,0,1,1,1,1,61091,2,2,95,17,64,0,8,1,3,1,0,409.868003,5,1,3148.7538793333,0.00155506,910.641
1725,0,12174.58958,0,2,1,1,1,88184,0,1,104,5,97,3,2,1,5,0,0,240.176533,0,1,3155.7538793333,0.00117935,5183.91
1726,1,2605.570828,0,0,1,1,0,60252,2,1,65,10,8,0,1,1,4,3,0,182.436205,0,1,3162.7538793333,0.0010788,987.564
1727,3,2707.20846,0,0,1,1,1,80985,0,1,67,0,52,0,1,1,5,2,0,124.933587,0,1,3154.7538793333,0.000827314,3359.07
1728,4,5528.212807,1,0,0,1,1,36088,1,2,72,16,31,0,9,1,5,0,0,345.6,0,1,3148.7538793333,0.00199512,337.6
1729,1,8819.018934,1,0,3,1,1,99845,1,1,110,23,25,1,8,1,5,1,1,528,3,1,3157.7538793333,0.00110171,594
1730,4,19014.47625,0,0,3,1,0,29822,1,2,61,17,44,0,2,1,4,1,0,292.8,5,1,3148.7538793333,0.00204547,1714.1
1731,3,8169.513982,0,0,1,1,0,40803,0,2,71,8,19,3,2,1,5,2,2,122.912377,0,1,3122.7538793333,0.00174007,897.044
1732,3,7708.883885,0,1,1,1,0,71134,0,1,98,21,95,3,8,1,5,0,3,196.37368,5,1,3162.7538793333,0.00137768,1396.45
1733,0,5528.212807,1,0,0,1,1,36088,1,2,72,16,31,0,9,1,5,0,0,345.6,0,1,3148.7538793333,0.00199512,337.6
1734,2,12128.4467,0,0,1,1,1,29431,0,1,103,29,35,0,2,1,4,3,2,237.896227,3,1,3151.7538793333,0.00349971,3177.05
